origin_node,destination_node,route,route_distance,tiempo_estimado,tiempo_real,diferencia
289878493,294042825,"[289878493, 289878495, 386683333, 294042830, 413514627, 1364949031, 1333360955, 413514633, 294042822, 1333360655, 294042825]",985.153050206649,105.07239050525834,279,173.92760949474166
294042825,10119600362,"[294042825, 1364949032, 294042823, 1780974807, 259363831, 259364704, 2675940907, 386686685, 255385700, 255385701, 255385753, 261724920, 2188993415, 261725987, 261726196, 261726198, 1107565150, 1107565143, 1107565080, 1107565101, 261726481, 261726344, 294007239, 294007240, 1672413749, 259325610, 259607634, 259607624, 10119600362]",2018.1584192716084,191.0857368008995,631,439.9142631991005
10119600362,1316476511,"[10119600362, 259607456, 255398642, 259607698, 1421392413, 259284959, 294007570, 309673172, 12847405762, 255402345, 255402251, 291638576, 413502156, 259287679, 413502157, 259610395, 259610325, 259287681, 6169992502, 903975423, 259287806, 259287807, 12909718828, 259288126, 309055380, 1316476511]",1952.9912131365988,322.70743469468204,1000,677.292565305318
1316476511,309673604,"[1316476511, 309055380, 259288126, 12909718828, 903975399, 259287809, 2207562753, 259287813, 6169992502, 259287681, 259610325, 259610395, 413502157, 259287679, 413502156, 291638576, 255402251, 255402345, 1421392410, 1421392413, 259284959, 294007570, 309673172, 309673604]",1864.3904880305433,107.41897189962653,270,162.5810281003735
1117936401,293813969,"[1117936401, 599171720, 295811357, 293812956, 293812261, 293812132, 293812246, 277675789, 296298232, 296297979, 296297981, 1883246093, 296297705, 293813995, 293813969]",853.3828497211316,74.40805436131987,291,216.59194563868013
293813969,462314865,"[293813969, 259279500, 309838057, 261963514, 879730868, 224335056, 224490583, 224549816, 224549392, 2390161055, 1123279836, 261963332, 309779704, 11414368245, 130655109, 378152302, 261846835, 1125488257, 2698557758, 309681254, 309681920, 2117989841, 309683017, 1125488388, 309881781, 1125488271, 25418716, 252704519, 1266993828, 261852296, 309300482, 2203949902, 309300456, 279746148, 309300049, 279746146, 32631122, 258346152, 309283096, 462314863, 1717705387, 1717705383, 1717705384, 462314865]",2890.025469995711,265.9929266750753,1209,943.0070733249247
153566609,293807612,"[153566609, 300940351, 650380920, 246677428, 300940253, 246677431, 1334528595, 153591713, 139106561, 153591816, 153254089, 1334521473, 153260587, 153266931, 153311791, 261982457, 261847639, 378152310, 9568670342, 153325472, 195385303, 1086128432, 278938842, 1125488345, 1125488310, 309308372, 315147602, 1988446322, 2293584859, 293807612]",1605.9167270299677,117.41985199369353,430,312.58014800630644
758357613,1227704919,"[758357613, 758357675, 385767743, 25419073, 32630948, 448210020, 356931990, 364855506, 32630949, 385767742, 25388406, 1180803314, 9188373604, 9188373602, 9188373600, 1447568055, 247702912, 1365283547, 2405565871, 9360477679, 12731592753, 246140935, 101005837, 101005848, 1275767931, 101172811, 1224084340, 93810152, 246130410, 2017354413, 93810154, 2103367519, 2103367511, 266492108, 267188288, 267188290, 265837199, 245963581, 733338789, 6465507338, 246113348, 246073361, 246117805, 246118321, 8831253550, 8831253536, 246074077, 246073360, 246067530, 330365973, 7078195909, 7078195913, 246123374, 828145429, 246124840, 246125639, 246073278, 246073277, 246128214, 246073107, 93810182, 12452733886, 1227704919]",4272.292050681113,266.83693340756446,960,693.1630665924356
1227704919,309302518,"[1227704919, 246129138, 7078195792, 11861853794, 11861802708, 8432677982, 294039246, 246064766, 246064630, 1913238710, 246068404, 246068406, 246065462, 246067452, 246065468, 246112769, 1711933913, 1688919031, 246112133, 246118245, 246117753, 246113348, 3623024131, 267187629, 246247333, 93810163, 12994857650, 246118760, 255463422, 252711040, 252712465, 255256716, 251890867, 255259854, 255259848, 4586979657, 246147950, 261764693, 246147610, 1107496227, 246146288, 261761724, 3548468718, 3134209749, 246147726, 3134209748, 246147728, 25418929, 246142109, 2959672897, 256576580, 356934373, 9193670040, 25418933, 9188373598, 25388406, 385767742, 32630949, 356931990, 448210020, 32630948, 25419073, 309302518]",4941.4766959192,313.3055346589524,1035,721.6944653410476
309302518,83652542,"[309302518, 25419073, 32630948, 448210020, 356931990, 364855506, 32630950, 1387899770, 32630961, 356936423, 32630959, 32630957, 32630956, 83506907, 299808691, 497360178, 32650381, 954320311, 552580894, 1380955534, 1380955326, 1380955244, 1380955165, 1490230360, 32650149, 247287881, 1380954832, 32630066, 32650405, 1380955386, 1380955470, 1380955510, 83652542]",2083.660388531022,138.6399488731077,350,211.3600511268923
1380955510,1377242109,"[1380955510, 1380955504, 5728348322, 1380955534, 552580894, 954320311, 32650381, 1603316088, 1603316093, 497360178, 299808691, 299808796, 1377242109]",599.5377547426003,44.83118982609381,170,125.1688101739062
1377242109,83652543,"[1377242109, 299808796, 299808691, 497360178, 32650381, 954320311, 552580894, 1380955534, 1380955326, 1380955244, 1380955165, 1490230360, 32650149, 247287881, 1380954832, 32630066, 32650405, 1380955097, 1380955386, 1380955470, 1380955510, 83652542, 954320312, 83652543]",1279.0439423823852,93.49713046469363,118,24.502869535306374
10596324411,305299019,"[10596324411, 2042215641, 497360172, 1399287236, 2042223000, 537562499, 251783667, 251783692, 251786369, 251783691, 1270479970, 251783689, 251784714, 251783688, 251783687, 251783686, 251783685, 251783684, 251783682, 247335232, 462618016, 8383276269, 13084237288, 13084237287, 11269008319, 1125488387, 1001095711, 247335154, 1001095706, 1274860413, 2001545058, 247334990, 247335125, 305312737, 1122242445, 254094131, 300252678, 247289380, 247289355, 247289395, 384972366, 32650014, 247289226, 305299098, 305299019]",4697.757760707069,560.8341192457033,250,310.8341192457033
305299019,83650213,"[305299019, 305298814, 305297775, 305298645, 305298737, 2135948601, 247334548, 2135935956, 247334547, 247334510, 254094151, 32632112, 560450914, 83650446, 83650214, 1392752240, 83650213]",786.2516594929745,52.2589606838876,170,117.74103931611239
1392752216,758154270,"[1392752216, 83650213, 1392752063, 83650212, 32650154, 560450914, 83650446, 83650214, 317348279, 83649810, 299808700, 317347764, 247392500, 32649927, 1411729548, 32649929, 493572986, 2207470090, 493572995, 2207470091, 257355270, 25388404, 758357762, 25388387, 758357801, 309294333, 309294531, 1421866411, 2447867608, 665822960, 665822944, 1443767519, 279743838, 1421868495, 279746427, 677442257, 2204681309, 280493178, 758154270]",1682.6757692040421,149.36200380559305,379,229.63799619440695
608518000,2737611215,"[608518000, 758154217, 330869907, 2140157745, 2144627658, 677443038, 1397852758, 25388377, 309297808, 5730658136, 5730658135, 301348589, 758357594, 758357762, 25388387, 247392542, 757040837, 247392543, 247392545, 32649927, 1411729548, 32649919, 32649920, 984885713, 317348279, 32649924, 1392752460, 1392752371, 1392752216, 83650213, 1392752063, 83650212, 32650154, 560450914, 2248514361, 254094151, 254094156, 2135935956, 247334548, 2135948601, 2135944566, 305297777, 2014595878, 305297595, 2138789554, 2138789556, 2337351706, 305297997, 32649906, 2737611215]",2067.1795193222247,185.59361713833138,550,364.4063828616686
300251128,305291567,"[300251128, 300251643, 384977188, 305291655, 305291922, 305293413, 305291726, 305293517, 305291736, 305291567]",600.1803714095475,268.3338481045363,561,292.6661518954637
259200034,12994857660,"[259200034, 270327828, 32633402, 32633403, 10300224594, 32641629, 1150894087, 1150894107, 32641631, 259200029, 8626237446, 270327832, 246151148, 246150528, 246150529, 250889367, 122570350, 1107362996, 25418916, 4585419317, 25418918, 4150909524, 6268126323, 270323571, 270323573, 252604142, 1072642459, 246147950, 4586979657, 255259848, 255259854, 251890867, 255256716, 252712465, 252711040, 255463422, 246118760, 12994857650, 93810163, 246247333, 9221179442, 12994857662, 12994857660]",3266.485164303016,366.4727229321941,929,562.5272770678059
893463277,246163338,"[893463277, 801182567, 496286755, 302175449, 1262595221, 246071850, 294039452, 281205436, 294039222, 496964125, 246070458, 246065458, 246065461, 246065462, 246067452, 246065117, 246113004, 246067530, 246073526, 246073528, 261719505, 93810167, 566506492, 267187664, 261648725, 256170309, 261648716, 256171270, 2312124650, 261648717, 1140116637, 255123274, 255123266, 256170299, 246163338]",2529.8055111944022,190.28595798849602,870,679.714042011504
246163338,246118760,"[246163338, 256638791, 1280631629, 246118760]",259.9186536908936,97.34776757238666,370,272.65223242761334
246118760,1246741471,"[246118760, 12994857650, 93810163, 246247333, 733338789, 1420459750, 1420459747, 246261694, 246262465, 258207295, 361294116, 246112769, 246065118, 246065117, 246064632, 246064630, 246064766, 294039246, 1913238706, 246064299, 469543610, 246064179, 93810184, 1351168624, 469543618, 1906175563, 301672395, 1226779453, 1246741471]",2269.194833711323,136.4902223130138,519,382.50977768698624
1246741471,12021038287,"[1246741471, 1226779453, 301671854, 301672986, 301672109, 301673412, 301673748, 1275173924, 801182863, 301674275, 302177708, 301674916, 302177698, 11496692706, 301675840, 301680969, 302175709, 307554358, 302178610, 1806590918, 12021034566, 12021038287]",925.6532054918202,110.23555467416037,330,219.76444532583963
256639527,534440044,"[256639527, 3134209738, 11265669671, 256639524, 12358830248, 309562131, 309562132, 1340367040, 261635695, 220736403, 2175887035, 2175887040, 220736270, 8372016197, 26618764, 26618754, 26618757, 1245400284, 26619072, 255121657, 255121654, 26619081, 252712466, 9411254631, 1280631615, 1280631600, 5144905437, 270522053, 26619712, 26619713, 257751155, 257752683, 257752686, 25643607, 270197928, 25643610, 25643620, 1243130446, 25643633, 258995599, 503717915, 25643643, 315110325, 25643645, 1090524803, 315110498, 1950489919, 1119303992, 257906447, 257906445, 1227755668, 327792502, 296391630, 257904934, 1227755671, 1227755673, 257904933, 12902548298, 315116272, 315115036, 327777202, 317344396, 317344374, 259198914, 309309391, 292464067, 257492852, 292469565, 257492851, 257492719, 261733181, 257492846, 534440000, 257492847, 534440044]",4794.97623910737,294.1187661855359,1045,750.8812338144642
534440044,261635695,"[534440044, 259330220, 259330866, 534440029, 255399519, 259331958, 259199425, 309674407, 259199183, 294042828, 413742860, 246634716, 292461247, 248530692, 248530693, 248530695, 248530955, 10059731758, 257906454, 257908491, 296362040, 248795452, 257485486, 248665025, 270197929, 248665026, 248674607, 8138423676, 8138423703, 276549465, 13050398360, 248782763, 1280671188, 276549462, 248532567, 253708872, 253711700, 253708869, 253708868, 255275054, 255278213, 253708867, 255276195, 246160563, 270545258, 9916806917, 253711683, 26618757, 267350289, 1245400317, 265748609, 220736368, 265747976, 246164394, 246165035, 2183405361, 1351261467, 1351261450, 261635695]",4471.98400373379,232.5126016256687,920,687.4873983743313
893463277,828145425,"[893463277, 801182567, 496286755, 302175449, 302176415, 302175483, 302175871, 301672395, 469543618, 1351168624, 12685010730, 12836576766, 11849633406, 469543627, 11861853794, 11861802708, 427507636, 246063768, 1382877256, 246064488, 246064486, 246125562, 246125952, 246125639, 246124840, 828145429, 828145421, 828145433, 828145425]",1812.9943799925818,103.50388638719015,380,276.49611361280984
828145425,2068205075,"[828145425, 246123280, 246073528, 7598325060, 9221179534, 9221170914, 8831253592, 8831253537, 8831253539, 12086881834, 246118321, 246118320, 246112900, 2068205076, 2068205075]",979.8983206206326,59.43908724864397,189,129.56091275135603
2068205075,246116132,"[2068205075, 2068205076, 246112841, 246112961, 2073646443, 246113004, 246065117, 246067452, 246065468, 246065469, 246065473, 246067950, 1216897926, 1154324034, 246067824, 1216897938, 3957892507, 296282248, 246113500, 1293082750, 246071527, 247702648, 247702670, 1293077328, 246114083, 1293077329, 246114308, 2070819744, 246114502, 246114500, 246116132]",1628.379998476037,125.59358959720537,341,215.40641040279462
246116132,10921332339,"[246116132, 246114500, 246114502, 2070819744, 246114308, 1293077329, 1293077328, 247702670, 247702648, 246071527, 1293082750, 246113500, 246113501, 246113502, 1959073022, 566501738, 246262056, 327140328, 566501747, 256180135, 246262465, 258207295, 10921332336, 10921332337, 10921332339]",1373.5289819555956,78.29866103963454,261,182.70133896036546
10921332339,246128214,"[10921332339, 10921332340, 361294116, 246112769, 246065118, 246065117, 246064632, 246072996, 1771529495, 5261583007, 11861853804, 7634697141, 246123374, 828145429, 246124840, 246125639, 246073278, 246073277, 246128214]",931.0066245107823,75.91969385510001,230,154.0803061449
246128214,246073361,"[246128214, 246073277, 246073278, 246125639, 246124840, 828145429, 246123374, 7634697141, 11861853804, 7078195913, 7078195909, 330365973, 246067530, 7078195915, 8831253528, 8283409056, 8283409057, 8831253537, 8831253539, 8831253591, 12086881861, 12086881836, 1223204887, 246073361]",1171.9065762084465,70.76085902400521,230,159.2391409759948
246073361,252714289,"[246073361, 246113348, 3623024131, 267187629, 246247333, 93810163, 12994857650, 246118760, 255463422, 252711040, 252712465, 255256716, 251890867, 246163339, 2263470249, 122571137, 252714289]",1220.7238264841662,155.55227499824545,559,403.4477250017545
252714289,10721970149,"[252714289, 122570605, 251892982, 122571137, 12712773698, 12712810501, 261731994, 9331900973, 11259292512, 267350289, 1245400317, 265748609, 220736368, 265747976, 246164394, 2183405361, 261635695, 220736403, 2175887035, 2175887040, 3337830083, 2175887058, 2175887065, 10721970149]",2319.589293936473,161.24404392579288,361,199.75595607420712
294023826,83661864,"[294023826, 294023641, 247848341, 247848277, 294023640, 294023643, 247848339, 2022244382, 313322025, 153452550, 377126226, 377122505, 377122518, 153452608, 153531470, 566195417, 153452477, 153403820, 153403829, 130695995, 130686968, 153566510, 153566564, 153566588, 153566620, 614603827, 153566656, 153244685, 153254118, 153260617, 614603867, 153260609, 585161894, 585161893, 153266939, 224559562, 309779195, 309779704, 11414368245, 130655109, 378152302, 261846835, 1125488257, 2698557758, 83661864]",3057.9113836591728,189.4054715502448,649,459.5945284497552
83661864,122571273,"[83661864, 1125488388, 309881781, 1125488271, 25418716, 252704519, 1266993828, 261852296, 309300886, 247331308, 2013975338, 2013975341, 261863827, 261863989, 293802037, 293802202, 261864881, 303990445, 1421279868, 293799467, 253873481, 293799279, 257915756, 309307065, 253873618, 32651016, 309307045, 261870185, 1193906503, 12889617850, 255448434, 25418886, 254528049, 246150307, 252608212, 2126941296, 669160648, 1288873196, 122571273]",2813.668567469535,205.59495141566572,870,664.4050485843343
2141800768,2698557758,"[2141800768, 122571273, 1107496222, 1288873197, 252608214, 1107496253, 256577529, 254528046, 25418889, 261870618, 281045225, 304727496, 1245329680, 293799467, 293801579, 293801360, 303990445, 1366065301, 303990444, 2008994873, 303990443, 10006799924, 243349786, 2026317935, 32650609, 261954949, 746725053, 293808299, 293808152, 755457371, 259655876, 315147745, 309308372, 1125488310, 1125488324, 1716354048, 1716354044, 1086128541, 195385303, 153325472, 9568670342, 11414368245, 130655109, 378152302, 261846835, 1125488257, 2698557758]",3391.0488222025338,196.25303013976847,620,423.7469698602315
2698557758,25418889,"[2698557758, 309681254, 309681920, 2117989841, 309683017, 1125488388, 309881781, 1125488271, 25418716, 252704519, 1266993828, 261852296, 309300886, 247331308, 2013975338, 2013975341, 261863827, 261863989, 293802037, 293802202, 261864881, 303990445, 1421279868, 293799467, 253873481, 293799279, 257915756, 309307065, 253873618, 32651016, 309307045, 261870185, 1193906503, 12889617850, 255448434, 2109483389, 255448433, 25418888, 25418889]",2582.2212556662303,193.4601835504265,570,376.5398164495735
25418889,1539350657,"[25418889, 25418891, 1578078710, 255446521, 1281437017, 1281437016, 356931465, 1107500029, 254528045, 254528046, 254528047, 254528048, 254528049, 246150307, 255457313, 255455536, 93834310, 122570601, 122571276, 4585419317, 25418916, 9647743469, 122570105, 252714294, 252714270, 9613529113, 1539350657]",1627.0963783065968,94.0333615405293,219,124.9666384594707
1539350657,257483788,"[1539350657, 25418915, 246151592, 1351150952, 12532495710, 270323580, 574329737, 270319811, 1280234493, 258995597, 242161425, 122569236, 257750235, 2092651090, 8106022887, 2322149506, 257752683, 257752686, 257751158, 929586813, 257483806, 257483788]",1648.561226678572,116.11020856877619,419,302.8897914312238
1817786083,801182985,"[1817786083, 801182872, 330474897, 801182985]",515.5354767157387,29.92826768011588,109,79.07173231988412
801182985,1272592920,"[801182985, 330474897, 301673678, 801182777, 301673412, 301672109, 301672986, 301671854, 301672395, 1272593082, 1272593087, 1272592920]",923.2169298570022,58.414483555228315,149,90.58551644477168
1272592920,301687384,"[1272592920, 1272593087, 1272593082, 301668972, 301671359, 301673064, 301672318, 301673678, 301673831, 301679429, 301671361, 7117578532, 1288369352, 1288370086, 301674707, 301674706, 301674705, 301674720, 1288370228, 1288368651, 301675742, 301687381, 301675745, 301687384]",999.1882432807777,59.348277228678995,200,140.651722771321
301687384,1272592920,"[301687384, 301687382, 301679420, 1295260885, 301679429, 301673831, 301673678, 801182777, 301673412, 301672109, 301672986, 301671854, 301672395, 1272593082, 1272593087, 1272592920]",1076.9200754879216,71.25837757259718,199,127.74162242740282
1272592920,301687384,"[1272592920, 1272593087, 1272593082, 301668972, 301671359, 301673064, 301672318, 301673678, 301673831, 301679429, 301671361, 7117578532, 1288369352, 1288370086, 301674707, 301674706, 301674705, 301674720, 1288370228, 1288368651, 301675742, 301687381, 301675745, 301687384]",999.1882432807777,63.70533804906084,199,135.29466195093914
301687384,1272592920,"[301687384, 301687382, 301679420, 1295260885, 301679429, 301673831, 301673678, 801182777, 301673412, 301672109, 301672986, 301671854, 301672395, 1272593082, 1272593087, 1272592920]",1076.9200754879216,71.49548661109655,201,129.50451338890343
1272592920,301687384,"[1272592920, 1272593087, 1272593082, 301668972, 301671359, 301673064, 301672318, 301673678, 301673831, 301679429, 301671361, 7117578532, 1288369352, 1288370086, 301674707, 301674706, 301674705, 301674720, 1288370228, 1288368651, 301675742, 301687381, 301675745, 301687384]",999.1882432807777,62.63981822713811,210,147.3601817728619
301687384,301687382,"[301687384, 301687382]",81.68638411734761,15.076487084530815,31,15.923512915469185
301687382,301668972,"[301687382, 301679420, 1295260885, 301679429, 301673831, 301673678, 801182777, 301673412, 301672109, 301672986, 301671854, 301672395, 1272593082, 301668972]",992.8620601200244,72.89813030919846,231,158.10186969080155
301668972,301687384,"[301668972, 301671359, 301673064, 301672318, 301673678, 301673831, 301679429, 301671361, 7117578532, 1288369352, 1288370086, 301674707, 301674706, 301674705, 301674720, 1288370228, 1288368651, 301675742, 301687381, 301675745, 301687384]",955.0402764854979,59.56859215547531,189,129.4314078445247
301687384,301668972,"[301687384, 301687382, 301679420, 1295260885, 301679429, 301673831, 301673678, 801182777, 301673412, 301672109, 301672986, 301671854, 301672395, 1272593082, 301668972]",1074.548444237372,64.24433398501442,170,105.75566601498558
1117936401,309681056,"[1117936401, 599171720, 295811357, 279123232, 279123692, 1086128537, 293813046, 279123911, 1716354044, 1086128541, 195385303, 153325472, 9568670342, 11414368245, 130655109, 378152302, 261846835, 1125488257, 2698557758, 309681254, 83663257, 294022515, 12076056983, 83702987, 294022889, 309681056]",1336.5154850368149,206.05054996316127,370,163.94945003683873
2698557758,301669228,"[2698557758, 309681254, 309681920, 2117989841, 309683017, 1125488388, 309881781, 1125488271, 25418716, 252704519, 1266993828, 261852296, 309300886, 247331308, 2013975338, 2013975341, 261863827, 469752170, 309304561, 25419086, 309303592, 1444831059, 304572700, 309302518, 309302687, 1249896455, 1257320703, 758357675, 385767743, 25419073, 32630948, 448210020, 356931990, 364855506, 32630949, 385767742, 25388406, 1180803314, 9188373604, 9188373602, 9188373600, 1447568055, 247702912, 1365283547, 2405565871, 9360477679, 12731592753, 246140935, 101005837, 101005848, 1275767931, 101172811, 1224084340, 93810152, 246130410, 93810154, 245963581, 733338789, 1420459750, 1420459747, 246261694, 246262465, 258207295, 361294116, 246112769, 246065118, 246065117, 246064632, 246064630, 246064766, 294039246, 1913238706, 246064299, 469543610, 246064179, 93810184, 1351168624, 469543618, 301672395, 301671854, 301672986, 301672109, 301673412, 301673748, 1275173924, 801182863, 301674275, 302177708, 301674916, 301674924, 301674705, 301674720, 1288370228, 1288368651, 301675742, 301687381, 301675745, 301669228]",7107.205730673829,378.52832279802163,1420,1041.4716772019783
301669228,2698557758,"[301669228, 1288370228, 1288368651, 301674707, 301674706, 301674926, 301675016, 301674275, 801182863, 1275173924, 301673748, 301673412, 301672109, 301672986, 301671854, 301672395, 469543618, 1351168624, 12685010730, 12836576766, 11849633406, 469543627, 11861853794, 11861802708, 8432677982, 294039246, 246064766, 246064630, 1913238710, 246068404, 246068406, 246065462, 246067452, 246065468, 246112769, 1711933913, 1688919031, 246112133, 10921332313, 246118245, 246117753, 246113348, 3623024131, 267187629, 246247333, 93810163, 12994857650, 246118760, 255463422, 252711040, 252712465, 255256716, 251890867, 255259854, 255259848, 4586979657, 1072642459, 252604142, 261764695, 252714282, 261764697, 252714283, 2537299996, 246149114, 25418919, 669160650, 669160655, 669174322, 25418922, 2141800773, 2141800768, 122571273, 1107496222, 1288873197, 252608214, 1107496253, 256577529, 254528046, 25418889, 261870618, 281045225, 1245329693, 304727496, 1245329680, 293799467, 293801579, 293801360, 303990445, 1366065301, 303990444, 2008994873, 303990443, 10006799924, 243349786, 2026317935, 32650609, 261954949, 746725053, 293808299, 293808152, 755457371, 259655876, 315147745, 309308372, 1125488310, 1125488324, 1716354048, 1716354044, 1086128541, 195385303, 153325472, 9568670342, 11414368245, 130655109, 378152302, 261846835, 1125488257, 2698557758]",8102.0286047302625,476.7421307285947,1470,993.2578692714053
246142109,247847450,"[246142109, 2959672888, 2312810326, 246139719, 246139718, 255466368, 1365283547, 247702827, 269277052, 101002430, 101002426, 1198115043, 32630063, 1198115055, 100993415, 246641998, 965876493, 257742994, 260771335, 260771246, 260771141, 266778979, 266778967, 1198115079, 1198115108, 251786906, 2407423149, 270199173, 251788800, 251786914, 251790537, 2407423140, 2183785405, 251785709, 251785707, 251788797, 251783679, 251783667, 537562499, 257740978, 257740977, 907699011, 756164310, 305860343, 756164300, 251783681, 1156356459, 1274860676, 1156356443, 247847246, 908602936, 908480536, 1274860017, 1274859963, 260716870, 247847426, 247847453, 247847450]",4755.230279593761,292.66611333285977,1249,956.3338866671402
306048492,260716716,"[306048492, 306048495, 260716716]",245.53499992051343,15.853826323284174,60,44.146173676715826
306047378,280114869,"[306047378, 306048324, 306048323, 260716716, 306048503, 611760360, 306048492, 247847450, 247847451, 247847389, 5884531631, 12200782598, 2191821905, 1274860425, 1274860138, 908480487, 908602936, 385089661, 305863143, 305859755, 305859967, 305859968, 305858669, 280114869]",1554.4963080260559,223.94468682495074,1410,1186.0553131750494
259041975,11795599873,"[259041975, 259565425, 259562815, 1821439337, 259564076, 259051376, 305933337, 259051343, 259041979, 259041981, 2104395276, 2104395279, 2104395286, 334052417, 334052337, 259051100, 631041695, 259051095, 305931580, 309560578, 2384689793, 309560540, 3881180774, 1787800906, 309560431, 259037191, 259036761, 259037340, 2435337591, 3661044038, 259045217, 259043574, 11795599873]",2068.0272004152384,130.07400328967046,420,289.9259967103295
11795599873,259660512,"[11795599873, 259037634, 3661044031, 259037340, 294042967, 294042969, 1701788192, 1701788129, 262455513, 2114669277, 3825512585, 1333391092, 262455633, 262455761, 5254732958, 5254732957, 332014821, 248527517, 2114669275, 332052794, 292449637, 2137349728, 262456192, 332052994, 292453548, 262456195, 671223836, 259663883, 292454297, 259663890, 259034983, 259660512]",1927.706613584271,177.9655102297107,651,473.03448977028927
